Short_Name,Full_Name
B04006e79,PEOPLE REPORTING ANCESTRY: Subsaharan African: Nigerian: Total population -- (Estimate)
B04006e80,PEOPLE REPORTING ANCESTRY: Subsaharan African: Senegalese: Total population -- (Estimate)
B04006e81,PEOPLE REPORTING ANCESTRY: Subsaharan African: Sierra Leonean: Total population -- (Estimate)
B04006e82,PEOPLE REPORTING ANCESTRY: Subsaharan African: Somali: Total population -- (Estimate)
B04006e83,PEOPLE REPORTING ANCESTRY: Subsaharan African: South African: Total population -- (Estimate)
B04006e84,PEOPLE REPORTING ANCESTRY: Subsaharan African: Sudanese: Total population -- (Estimate)
B04006e85,PEOPLE REPORTING ANCESTRY: Subsaharan African: Ugandan: Total population -- (Estimate)
B04006e86,PEOPLE REPORTING ANCESTRY: Subsaharan African: Zimbabwean: Total population -- (Estimate)
B04006e87,PEOPLE REPORTING ANCESTRY: Subsaharan African: African: Total population -- (Estimate)
B04006e88,PEOPLE REPORTING ANCESTRY: Subsaharan African: Other Subsaharan African: Total population -- (Estimate)
B04006e89,PEOPLE REPORTING ANCESTRY: Subsaharan African: Swedish: Total population -- (Estimate)
B04006e90,PEOPLE REPORTING ANCESTRY: Subsaharan African: Swiss: Total population -- (Estimate)
B04006e91,PEOPLE REPORTING ANCESTRY: Subsaharan African: Turkish: Total population -- (Estimate)
B04006e92,PEOPLE REPORTING ANCESTRY: Subsaharan African: Ukrainian: Total population -- (Estimate)
B04006e93,PEOPLE REPORTING ANCESTRY: Subsaharan African: Welsh: Total population -- (Estimate)
B04006e94,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Total population -- (Estimate)
B04006e95,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Bahamian: Total population -- (Estimate)
B04006e96,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Barbadian: Total population -- (Estimate)
B04006e97,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Belizean: Total population -- (Estimate)
B04006e98,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Bermudan: Total population -- (Estimate)
B04006e99,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): British West Indian: Total population -- (Estimate)
B04006e100,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Dutch West Indian: Total population -- (Estimate)
B04006e101,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Haitian: Total population -- (Estimate)
B04006e102,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Jamaican: Total population -- (Estimate)
B04006e103,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Trinidadian and Tobagonian: Total population -- (Estimate)
B04006e104,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): U.S. Virgin Islander: Total population -- (Estimate)
B04006e105,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): West Indian: Total population -- (Estimate)
B04006e106,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Other West Indian: Total population -- (Estimate)
B04006e107,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Yugoslavian: Total population -- (Estimate)
B04006e108,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Other groups: Total population -- (Estimate)
B04006e109,PEOPLE REPORTING ANCESTRY: West Indian (except Hispanic groups): Unclassified or not reported: Total population -- (Estimate)
B04007e1,ANCESTRY: Total: Total population -- (Estimate)
B04007e2,ANCESTRY: Ancestry specified: Total population -- (Estimate)
B04007e3,ANCESTRY: Ancestry specified: Single ancestry: Total population -- (Estimate)
B04007e4,ANCESTRY: Ancestry specified: Multiple ancestry: Total population -- (Estimate)
B04007e5,ANCESTRY: Ancestry not specified: Total population -- (Estimate)
B04007e6,ANCESTRY: Ancestry not specified: Ancestry unclassified: Total population -- (Estimate)
B04007e7,ANCESTRY: Ancestry not specified: Ancestry not reported: Total population -- (Estimate)
B05001e1,NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES: Total: Total population in the United States -- (Estimate)
B05001e2,"NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES: Total: U.S. citizen, born in the United States: Total population in the United States -- (Estimate)"
B05001e3,"NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES: Total: U.S. citizen, born in Puerto Rico or U.S. Island Areas: Total population in the United States -- (Estimate)"
B05001e4,"NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES: Total: U.S. citizen, born abroad of American parent(s): Total population in the United States -- (Estimate)"
B05001e5,NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES: Total: U.S. citizen by naturalization: Total population in the United States -- (Estimate)
B05001e6,NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES: Total: Not a U.S. citizen: Total population in the United States -- (Estimate)
B05001PRe1,NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO: Total: Total population in Puerto Rico -- (Estimate)
B05001PRe2,"NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO: Total: U.S. citizen, born in Puerto Rico: Total population in Puerto Rico -- (Estimate)"
B05001PRe3,"NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO: Total: U.S. citizen, born in U.S. or U.S. Island Areas: Total population in Puerto Rico -- (Estimate)"
B05001PRe4,"NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO: Total: U.S. citizen, born abroad of American parent(s): Total population in Puerto Rico -- (Estimate)"
B05001PRe5,NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO: Total: U.S. citizen by naturalization: Total population in Puerto Rico -- (Estimate)
B05001PRe6,NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO: Total: Not a U.S. citizen: Total population in Puerto Rico -- (Estimate)
B05002e1,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Total: Total population -- (Estimate)
B05002e2,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Native: Total population -- (Estimate)
B05002e3,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Native: Born in state of residence: Total population -- (Estimate)
B05002e4,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born in other state in the United States: Total population -- (Estimate)
B05002e5,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born in other state in the United States: Northeast: Total population -- (Estimate)
B05002e6,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born in other state in the United States: Midwest: Total population -- (Estimate)
B05002e7,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born in other state in the United States: South: Total population -- (Estimate)
B05002e8,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born in other state in the United States: West: Total population -- (Estimate)
B05002e9,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born outside the United States: Total population -- (Estimate)
B05002e10,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born outside the United States: Puerto Rico: Total population -- (Estimate)
B05002e11,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born outside the United States: U.S. Island Areas: Total population -- (Estimate)
B05002e12,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Born outside the United States: Born abroad of American parent(s): Total population -- (Estimate)
B05002e13,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Total population -- (Estimate)
B05002e14,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Naturalized U.S. citizen: Total population -- (Estimate)
B05002e15,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Europe: Total population -- (Estimate)
B05002e16,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Asia: Total population -- (Estimate)
B05002e17,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Africa: Total population -- (Estimate)
B05002e18,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Oceania: Total population -- (Estimate)
B05002e19,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Latin America: Total population -- (Estimate)
B05002e20,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Northern America: Total population -- (Estimate)
B05002e21,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Not a U.S. citizen: Total population -- (Estimate)
B05002e22,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Europe: Total population -- (Estimate)
B05002e23,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Asia: Total population -- (Estimate)
B05002e24,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Africa: Total population -- (Estimate)
B05002e25,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Oceania: Total population -- (Estimate)
B05002e26,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Latin America: Total population -- (Estimate)
B05002e27,PLACE OF BIRTH BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Northern America: Total population -- (Estimate)
B05003e1,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Total: Total population -- (Estimate)
B05003e2,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Male: Total population -- (Estimate)
B05003e3,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Under 18 years: Total population -- (Estimate)
B05003e4,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Under 18 years: Native: Total population -- (Estimate)
B05003e5,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Total population -- (Estimate)
B05003e6,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Naturalized U.S. citizen: Total population -- (Estimate)
B05003e7,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Not a U.S. citizen: Total population -- (Estimate)
B05003e8,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: 18 years and over: Total population -- (Estimate)
B05003e9,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: 18 years and over: Native: Total population -- (Estimate)
B05003e10,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Total population -- (Estimate)
B05003e11,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Naturalized U.S. citizen: Total population -- (Estimate)
B05003e12,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Not a U.S. citizen: Total population -- (Estimate)
B05003e13,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Female: Total population -- (Estimate)
B05003e14,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Under 18 years: Total population -- (Estimate)
B05003e15,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Under 18 years: Native: Total population -- (Estimate)
B05003e16,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Total population -- (Estimate)
B05003e17,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Naturalized U.S. citizen: Total population -- (Estimate)
B05003e18,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Not a U.S. citizen: Total population -- (Estimate)
B05003e19,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: 18 years and over: Total population -- (Estimate)
B05003e20,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: 18 years and over: Native: Total population -- (Estimate)
B05003e21,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Total population -- (Estimate)
B05003e22,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Naturalized U.S. citizen: Total population -- (Estimate)
B05003e23,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS: Foreign born: Not a U.S. citizen: Total population -- (Estimate)
B05003Ae1,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Total: People who are White alone -- (Estimate)
B05003Ae2,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Male: People who are White alone -- (Estimate)
B05003Ae3,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Under 18 years: People who are White alone -- (Estimate)
B05003Ae4,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Under 18 years: Native: People who are White alone -- (Estimate)
B05003Ae5,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: People who are White alone -- (Estimate)
B05003Ae6,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Naturalized U.S. citizen: People who are White alone -- (Estimate)
B05003Ae7,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Not a U.S. citizen: People who are White alone -- (Estimate)
B05003Ae8,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): 18 years and over: People who are White alone -- (Estimate)
B05003Ae9,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): 18 years and over: Native: People who are White alone -- (Estimate)
B05003Ae10,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: People who are White alone -- (Estimate)
B05003Ae11,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Naturalized U.S. citizen: People who are White alone -- (Estimate)
B05003Ae12,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Not a U.S. citizen: People who are White alone -- (Estimate)
B05003Ae13,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Female: People who are White alone -- (Estimate)
B05003Ae14,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Under 18 years: People who are White alone -- (Estimate)
B05003Ae15,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Under 18 years: Native: People who are White alone -- (Estimate)
B05003Ae16,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: People who are White alone -- (Estimate)
B05003Ae17,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Naturalized U.S. citizen: People who are White alone -- (Estimate)
B05003Ae18,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Not a U.S. citizen: People who are White alone -- (Estimate)
B05003Ae19,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): 18 years and over: People who are White alone -- (Estimate)
B05003Ae20,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): 18 years and over: Native: People who are White alone -- (Estimate)
B05003Ae21,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: People who are White alone -- (Estimate)
B05003Ae22,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Naturalized U.S. citizen: People who are White alone -- (Estimate)
B05003Ae23,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (WHITE ALONE): Foreign born: Not a U.S. citizen: People who are White alone -- (Estimate)
B05003Be1,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone -- (Estimate)
B05003Be2,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Male: Black or African American alone -- (Estimate)
B05003Be3,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Under 18 years: Black or African American alone -- (Estimate)
B05003Be4,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Under 18 years: Native: Black or African American alone -- (Estimate)
B05003Be5,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Black or African American alone -- (Estimate)
B05003Be6,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Naturalized U.S. citizen: Black or African American alone -- (Estimate)
B05003Be7,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Not a U.S. citizen: Black or African American alone -- (Estimate)
B05003Be8,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): 18 years and over: Black or African American alone -- (Estimate)
B05003Be9,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): 18 years and over: Native: Black or African American alone -- (Estimate)
B05003Be10,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Black or African American alone -- (Estimate)
B05003Be11,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Naturalized U.S. citizen: Black or African American alone -- (Estimate)
B05003Be12,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Not a U.S. citizen: Black or African American alone -- (Estimate)
B05003Be13,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Female: Black or African American alone -- (Estimate)
B05003Be14,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Under 18 years: Black or African American alone -- (Estimate)
B05003Be15,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Under 18 years: Native: Black or African American alone -- (Estimate)
B05003Be16,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Black or African American alone -- (Estimate)
B05003Be17,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Naturalized U.S. citizen: Black or African American alone -- (Estimate)
B05003Be18,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Not a U.S. citizen: Black or African American alone -- (Estimate)
B05003Be19,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): 18 years and over: Black or African American alone -- (Estimate)
B05003Be20,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): 18 years and over: Native: Black or African American alone -- (Estimate)
B05003Be21,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Black or African American alone -- (Estimate)
B05003Be22,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Naturalized U.S. citizen: Black or African American alone -- (Estimate)
B05003Be23,SEX BY AGE BY NATIVITY AND CITIZENSHIP STATUS (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Not a U.S. citizen: Black or African American alone -- (Estimate)
